Title,Authors
MM-LLMs: Recent Advances in MultiModal Large Language Models,"Duzhen Zhang, Yahan Yu, Chenxing Li, Jiahua Dong, Dan Su, Chenhui Chu, Dong Yu"
MapGPT: Map-Guided Prompting with Adaptive Path Planning for Vision-and-Language Navigation,"Jiaqi Chen, Bingqian Lin, Ran Xu, Zhenhua Chai, Xiaodan Liang, Kwan-Yee K. Wong"
AFSPP: Agent Framework for Shaping Preference and Personality with Large Language Models,"Zihong He, Changwang Zhang"
Object-Centric Instruction Augmentation for Robotic Manipulation,"Junjie Wen, Yichen Zhu, Minjie Zhu, Jinming Li, Zhiyuan Xu, Zhengping Che, Chaomin Shen, Yaxin Peng, Dong Liu, Feifei Feng, Jian Tang"
"Unified-IO 2: Scaling Autoregressive Multimodal Models with Vision, Language, Audio, and Action","Jiasen Lu, Christopher Clark, Sangho Lee, Zichen Zhang, Savya Khosla, Ryan Marten, Derek Hoiem, Aniruddha Kembhavi"
"MobileVLM : A Fast, Strong and Open Vision Language Assistant for Mobile Devices","Xiangxiang Chu, Limeng Qiao, Xinyang Lin, Shuang Xu, Yang Yang, Yiming Hu, Fei Wei, Xinyu Zhang, Bo Zhang, Xiaolin Wei, Chunhua Shen"
Visual Instruction Tuning towards General-Purpose Multimodal Model: A Survey,"Jiaxing Huang, Jingyi Zhang, Kai Jiang, Han Qiu, Shijian Lu"
"Towards Message Brokers for Generative AI: Survey, Challenges, and Opportunities","Alaa Saleh, Roberto Morabito, Sasu Tarkoma, Susanna Pirttikangas, Lauri Lov'en"
Intern VL: Scaling up Vision Foundation Models and Aligning for Generic Visual-Linguistic Tasks,"Zhe Chen, Jiannan Wu, Wenhai Wang, Weijie Su, Guo Chen, Sen Xing, Zhong Muyan, Qinglong Zhang, Xizhou Zhu, Lewei Lu, Bin Li, Ping Luo, Tong Lu, Yu Qiao, Jifeng Dai"
Urban Generative Intelligence (UGI): A Foundational Platform for Agents in Embodied City Environment,"Fengli Xu, Jun Zhang, Chen Gao, J. Feng, Yong Li"
DriveMLM: Aligning Multi-Modal Large Language Models with Behavioral Planning States for Autonomous Driving,"Wenhai Wang, Jiangwei Xie, ChuanYang Hu, Haoming Zou, Jianan Fan, Wenwen Tong, Yang Wen, Silei Wu, Hanming Deng, Zhiqi Li, Hao Tian, Lewei Lu, Xizhou Zhu, Xiaogang Wang, Yu Qiao, Jifeng Dai"
"Foundation Models in Robotics: Applications, Challenges, and the Future","Roya Firoozi, Johnathan Tucker, Stephen Tian, Anirudha Majumdar, Jiankai Sun, Weiyu Liu, Yuke Zhu, Shuran Song, Ashish Kapoor, Karol Hausman, Brian Ichter, Danny Driess, Jiajun Wu, Cewu Lu, Mac Schwager"
Learning adaptive planning representations with natural language guidance,"L. Wong, Jiayuan Mao, Pratyusha Sharma, Zachary S. Siegel, Jiahai Feng, Noa Korneev, J. B. Tenenbaum, Jacob Andreas"
ThinkBot: Embodied Instruction Following with Thought Chain Reasoning,"Guanxing Lu, Ziwei Wang, Changliu Liu, Jiwen Lu, Yansong Tang"
Towards Learning a Generalist Model for Embodied Navigation,"Duo Zheng, Shijia Huang, Lin Zhao, Yiwu Zhong, Liwei Wang"
VaQuitA: Enhancing Alignment in LLM-Assisted Video Understanding,"Yizhou Wang, Ruiyi Zhang, Haoliang Wang, Uttaran Bhattacharya, Yun Fu, Gang Wu"
Dolphins: Multimodal Language Model for Driving,"Yingzi Ma, Yulong Cao, Jiachen Sun, Marco Pavone, Chaowei Xiao"
Embodied Multi-Modal Agent trained by an LLM from a Parallel TextWorld,"Yijun Yang, Tianyi Zhou, Kanxue Li, Dapeng Tao, Lusong Li, Li Shen, Xiaodong He, Jing Jiang, Yuhui Shi"
Robot Learning in the Era of Foundation Models: A Survey,"Xuan Xiao, Jiahang Liu, Zhipeng Wang, Yanmin Zhou, Yong Qi, Qian Cheng, Bin He, Shuo Jiang"
Applications of Large Scale Foundation Models for Autonomous Driving,"Yu Huang, Yue Chen, Zhu Li"
An Embodied Generalist Agent in 3D World,"Jiangyong Huang, Silong Yong, Xiaojian Ma, Xiongkun Linghu, Puhao Li, Yan Wang, Qing Li, Song-Chun Zhu, Baoxiong Jia, Siyuan Huang"
Trustworthy Large Models in Vision: A Survey,"Ziyan Guo, Li Xu, Jun Liu"
Octavius: Mitigating Task Interference in MLLMs via LoRA-MoE,"Zeren Chen, Ziqin Wang, Zhen Wang, Huayang Liu, Zhen-fei Yin, Si Liu, Lu Sheng, Wanli Ouyang, Yu Qiao, Jing Shao"
ControlLLM: Augment Language Models with Tools by Searching on Graphs,"Zhaoyang Liu, Zeqiang Lai, Zhangwei Gao, Erfei Cui, Xizhou Zhu, Lewei Lu, Qifeng Chen, Yu Qiao, Jifeng Dai, Wenhai Wang"
MarineGPT: Unlocking Secrets of Ocean to the Public,"Ziqiang Zheng, Jipeng Zhang, Tuan-Anh Vu, Shizhe Diao, Yue Him Wong Tim, Sai-Kit Yeung"
BioPlanner: Automatic Evaluation of LLMs on Protocol Planning in Biology,"Odhran O'Donoghue, Aleksandar Shtedritski, John Ginger, Ralph Abboud, Ali E. Ghareeb, Justin Booth, Samuel G. Rodriques"
Open X-Embodiment: Robotic Learning Datasets and RT-X Models,"A. Padalkar, Acorn Pooley, Ajinkya Jain, Alex Bewley, Alex Herzog, A. Irpan, Alexander Khazatsky, Anant Rai, Anikait Singh, Anthony Brohan, A. Raffin, Ayzaan Wahid, Ben Burgess-Limerick, Beomjoon Kim, Bernhard Schölkopf, Brian Ichter, Cewu Lu, Charles Xu, Chelsea Finn, Chenfeng Xu, Cheng Chi, Chenguang Huang, Christine Chan, Chuer Pan, Chuyuan Fu, Coline Devin, Danny Driess, Deepak Pathak, Dhruv Shah, Dieter Büchler, Dmitry Kalashnikov, Dorsa Sadigh, Edward Johns, Federico Ceola, Fei Xia, F. Stulp, Gaoyue Zhou, G. Sukhatme, Gautam Salhotra, Ge Yan, Giulio Schiavi, Hao Su, Haoshu Fang, Haochen Shi, H. B. Amor, Henrik I Christensen, Hiroki Furuta, H. Walke, Hongjie Fang, Igor Mordatch, Ilija Radosavovic, Isabel Leal, Jacky Liang, Jaehyung Kim, Jan Schneider, Jasmine Hsu, Jeannette Bohg, Jeff Bingham, Jiajun Wu, Jialin Wu, Jianlan Luo, Jiayuan Gu, Jie Tan, Jihoon Oh, Jitendra Malik, Jonathan Tompson, Jonathan Yang, Joseph J. Lim, João Silvério, Junhyek Han, Kanishka Rao, Karl Pertsch, Karol Hausman, Keegan Go, K. Gopalakrishnan, Ken Goldberg, Kendra Byrne, Kenneth Oslund, Kento Kawaharazuka, Kevin Zhang, K. Majd, Krishan Rana, K. Srinivasan, L. Chen, Lerrel Pinto, Liam Tan, Lionel Ott, Lisa Lee, Masayoshi Tomizuka, Maximilian Du, Michael Ahn, Mingtong Zhang, Mingyu Ding, M. K. Srirama, Mohit Sharma, Moo Jin Kim, Naoaki Kanazawa, Nicklas Hansen, N. Heess, Nikhil J. Joshi, Niko Suenderhauf, Norman Di Palo, N. Shafiullah, Oier Mees, Oliver Kroemer, Pannag R. Sanketi, Paul Wohlhart, Peng Xu, P. Sermanet, Priya Sundaresan, Q. Vuong, Rafael Rafailov, Ran Tian, Ria Doshi, Russell Mendonca, Rutav Shah, Ryan Hoque, Ryan C. Julian, Samuel Bustamante, Sean Kirmani, Sergey Levine, Sherry Moore, Shikhar Bahl, Shivin Dass, Shuran Song, Sichun Xu, Siddhant Haldar, S. Adebola, Simon Guist, Soroush Nasiriany, S. Schaal, Stefan Welker, Stephen Tian, Sudeep Dasari, Suneel Belkhale, Takayuki Osa, Tatsuya Harada, T. Matsushima, Ted Xiao, Tianhe Yu, Tianli Ding, Todor Davchev, Tony Zhao, Travis Armstrong, T. Darrell, Vidhi Jain, Vincent Vanhoucke, Wei Zhan, Wenxuan Zhou, Wolfram Burgard, Xi Chen, Xiaolong Wang, Xinghao Zhu, Xuanlin Li, Yao Lu, Yevgen Chebotar, Yifan Zhou, Yifeng Zhu, Ying Xu, Yixuan Wang, Yonatan Bisk, Yoonyoung Cho, Youngwoon Lee, Yuchen Cui, Yueh-hua Wu, Yujin Tang, Yuke Zhu, Yunzhu Li, Yusuke Iwasawa, Yutaka Matsuo, Zhuo Xu, Zichen Jeff Cui"
Octopus: Embodied Vision-Language Programmer from Environmental Feedback,"Jingkang Yang, Yuhao Dong, Shuai Liu, Bo Li, Ziyue Wang, Chencheng Jiang, Haoran Tan, Jiamu Kang, Yuanhan Zhang, Kaiyang Zhou, Ziwei Liu"
Tree-Planner: Efficient Close-loop Task Planning with Large Language Models,"Mengkang Hu, Yao Mu, Xinmiao Yu, Mingyu Ding, Shiguang Wu, Wenqi Shao, Qiguang Chen, Bin Wang, Yu Qiao, Ping Luo"
Bridging Low-level Geometry to High-level Concepts in Visual Servoing of Robot Manipulation Task Using Event Knowledge Graphs and Vision-Language Models,"Chen Jiang, Martin Jägersand"
Human-oriented Representation Learning for Robotic Manipulation,"Mingxiao Huo, Mingyu Ding, Chenfeng Xu, Thomas Tian, Xinghao Zhu, Yao Mu, Lingfeng Sun, Masayoshi Tomizuka, Wei Zhan"
Avalon's Game of Thoughts: Battle Against Deception through Recursive Contemplation,"Shenzhi Wang, Chang Liu, Zilong Zheng, Siyuan Qi, Shuo Chen, Qisen Yang, Andrew Zhao, Chaofei Wang, Shiji Song, Gao Huang"
Natural Language based Context Modeling and Reasoning for Ubiquitous Computing with Large Language Models: A Tutorial,"Haoyi Xiong, Jiang Bian, Sijia Yang, Xiaofei Zhang, Linghe Kong, Daqing Zhang"
"“It's a Fair Game”, or Is It? Examining How Users Navigate Disclosure Risks and Benefits When Using LLM-Based Conversational Agents","Zhiping Zhang, Michelle Jia, Hao-Ping Lee, Bingsheng Yao, Sauvik Das, Ada Lerner, Dakuo Wang, Tianshi Li"
GRID: Scene-Graph-based Instruction-driven Robotic Task Planning,"Zhe Ni, Xiao-Xin Deng, Cong Tai, Xin-Yue Zhu, Xiang Wu, Y. Liu, Long Zeng"
Evaluation and Analysis of Hallucination in Large Vision-Language Models,"Junyan Wang, Yi Zhou, Guohai Xu, Pengcheng Shi, Chenlin Zhao, Haiyang Xu, Qinghao Ye, Mingshi Yan, Ji Zhang, Jihua Zhu, J. Sang, Haoyu Tang"
OmniQuant: Omnidirectionally Calibrated Quantization for Large Language Models,"Wenqi Shao, Mengzhao Chen, Zhaoyang Zhang, Peng Xu, Lirui Zhao, Zhiqiang Li, Kaipeng Zhang, Peng Gao, Y. Qiao, Ping Luo"
ExpeL: LLM Agents Are Experiential Learners,"Andrew Zhao, Daniel Huang, Quentin Xu, M. Lin, Y. Liu, Gao Huang"
The All-Seeing Project: Towards Panoptic Visual Recognition and Understanding of the Open World,"Weiyun Wang, Min Shi, Qingyun Li, Wen Wang, Zhenhang Huang, Linjie Xing, Zhe Chen, Hao Li, Xizhou Zhu, Zhiguo Cao, Yushi Chen, Tong Lu, Jifeng Dai, Y. Qiao"
Testing the Depth of ChatGPT’s Comprehension via Cross-Modal Tasks Based on ASCII-Art: GPT3.5’s Abilities in Regard to Recognizing and Generating ASCII-Art Are Not Totally Lacking,David Bayani
RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,"Anthony Brohan, Noah Brown, Justice Carbajal, Yevgen Chebotar, K. Choromanski, Tianli Ding, Danny Driess, Kumar Avinava Dubey, Chelsea Finn, Peter R. Florence, Chuyuan Fu, Montse Gonzalez Arenas, K. Gopalakrishnan, Kehang Han, Karol Hausman, Alexander Herzog, Jasmine Hsu, Brian Ichter, A. Irpan, Nikhil J. Joshi, Ryan C. Julian, Dmitry Kalashnikov, Yuheng Kuang, Isabel Leal, S. Levine, H. Michalewski, Igor Mordatch, Karl Pertsch, Kanishka Rao, Krista Reymann, M. Ryoo, Grecia Salazar, Pannag R. Sanketi, P. Sermanet, Jaspiar Singh, Anikait Singh, Radu Soricut, Huong Tran, Vincent Vanhoucke, Q. Vuong, Ayzaan Wahid, Stefan Welker, Paul Wohlhart, Ted Xiao, Tianhe Yu, Brianna Zitkovich"
Foundational Models Defining a New Era in Vision: A Survey and Outlook,"Muhammad Awais, Muzammal Naseer, Salman Siddique Khan, R. Anwer, Hisham Cholakkal, M. Shah, Ming Yang, F. Khan"
SVIT: Scaling up Visual Instruction Tuning,"Bo Zhao, Boya Wu, Tiejun Huang"
GPT4RoI: Instruction Tuning Large Language Model on Region-of-Interest,"Shilong Zhang, Pei Sun, Shoufa Chen, Min Xiao, Wenqi Shao, Wenwei Zhang, Kai Chen, Ping Luo"
Shikra: Unleashing Multimodal LLM's Referential Dialogue Magic,"Ke Chen, Zhao Zhang, Weili Zeng, Richong Zhang, Feng Zhu, Rui Zhao"
Large Multimodal Models: Notes on CVPR 2023 Tutorial,Chunyuan Li
A survey on multimodal large language models,"Shukang Yin, Chaoyou Fu, Sirui Zhao, Ke Li, Xing Sun, Tong Xu, Enhong Chen"
Potential Benefits of Employing Large Language Models in Research in Moral Education and Development,Hyemin Han
An Overview about Emerging Technologies of Autonomous Driving,"Yu Huang, Yue Chen, Zijiang Yang"
LVLM-EHub: A Comprehensive Evaluation Benchmark for Large Vision-Language Models,"Peng Xu, Wenqi Shao, Kaipeng Zhang, Peng Gao, Shuo Liu, Meng Lei, Fanqing Meng, Siyuan Huang, Y. Qiao, Ping Luo"
Transferring Foundation Models for Generalizable Robotic Manipulation,"Jiange Yang, Wenhui Tan, Chuhao Jin, Keling Yao, Bei Liu, Jianlong Fu, Ruihua Song, Gangshan Wu, Limin Wang"
Accountable Textual-Visual Chat Learns to Reject Human Instructions in Image Re-creation,"Zhiwei Zhang, Yuliang Liu"
A Review on Vision-Language-Based Approaches: Challenges and Applications,"Minh-Tien Pham, Quang-Huy Pham, Quang-Duong Tran, Huu-Tuong Ho, Luong Vuong Nguyen, Duong Nguyen Minh Huy, Tri-Hai Nguyen"
"PERIA: Perceive, Reason, Imagine, Act via Holistic Language and Vision Planning for Manipulation","Fei Ni, Jianye Hao, Shiguang Wu, Longxin Kou, Yifu Yuan, Zibin Dong, Jinyi Liu, MingZhi Li, Yuzheng Zhuang, Yan Zheng"
"Embodied Language Learning: Opportunities, Challenges, and Future Directions","Nadine Amin, Julia Rayz"
Large Language Model Sentinel: Advancing Adversarial Robustness by LLM Agent,"Guang Lin, Qibin Zhao"
Boosting LLM Agents with Recursive Contemplation for Effective Deception Handling,"Shenzhi Wang, Chang Liu, Zilong Zheng, Siyuan Qi, Shuo Chen, Qisen Yang, Andrew Zhao, Chaofei Wang, Shiji Song, Gao Huang"
BadRobot: Jailbreaking LLM-based Embodied AI in the Physical World,"Hangtao Zhang, Chenyu Zhu, Xianlong Wang, Ziqi Zhou, Shengshan Hu, Leo Yu Zhang"
Corki: Enabling Real-time Embodied AI Robots via Algorithm-Architecture Co-Design,"Yiyang Huang, Yu-Hsiang Hao, Bo Yu, Feng Yan, Yuxin Yang, Feng Min, Yinhe Han, Lin Ma, Shaoshan Liu, Qiang Liu, Yiming Gan"
Text2Reward: Automated Dense Reward Function Generation for Reinforcement Learning,"Tianbao Xie, Siheng Zhao, Chen Henry Wu, Yitao Liu, Qian Luo, Victor Zhong, Yanchao Yang, Tao Yu"
Natural Language based Context Modeling and Reasoning with LLMs: A Tutorial,"Haoyi Xiong, Jiang Bian, Sijia Yang, Xiaofei Zhang, L. Kong, Daqing Zhang"
Open X-Embodiment: Robotic Learning Datasets and RT-X Models,"A. Padalkar, Acorn Pooley, Ajinkya Jain, Alex Bewley, Alex Herzog, A. Irpan, Alexander Khazatsky, Anant Rai, Anikait Singh, Anthony Brohan, A. Raffin, Archit Sharma, Ayzaan Wahid, Ben Burgess-Limerick, Beomjoon Kim, Bernhard Schölkopf, Brian Ichter, Cewu Lu, Charles Xu, Chelsea Finn, Chenfeng Xu, Cheng Chi, Chenguang Huang, Christine Chan, Chuer Pan, Chuyuan Fu, Coline Devin, Danny Driess, Deepak Pathak, Dhruv Shah, Dieter Büchler, Dmitry Kalashnikov, Dorsa Sadigh, Edward Johns, Federico Ceola, Fei Xia, F. Stulp, Gaoyue Zhou, G. Sukhatme, Gautam Salhotra, Ge Yan, Giulio Schiavi, G. Kahn, Hao Su, Haoshu Fang, Haochen Shi, H. B. Amor, Henrik I Christensen, Hiroki Furuta, H. Walke, Hongjie Fang, Igor Mordatch, Ilija Radosavovic, Isabel Leal, Jacky Liang, Jad Abou-Chakra, Jaehyung Kim, Jan Peters, Jan Schneider, Jasmine Hsu, Jeannette Bohg, Jeff Bingham, Jiajun Wu, Jialin Wu, Jianlan Luo, Jiayuan Gu, Jie Tan, Jihoon Oh, Jitendra Malik, Jonathan Tompson, Jonathan Yang, Joseph J. Lim, João Silvério, Junhyek Han, Kanishka Rao, Karl Pertsch, Karol Hausman, Keegan Go, K. Gopalakrishnan, Ken Goldberg, Kendra Byrne, Kenneth Oslund, Kento Kawaharazuka, Kevin Zhang, Krishan Rana, K. Srinivasan, L. Chen, Lerrel Pinto, Liam Tan, Lionel Ott, Lisa Lee, Masayoshi Tomizuka, Maximilian Du, Michael Ahn, Mingtong Zhang, Mingyu Ding, M. K. Srirama, Mohit Sharma, Moo Jin Kim, Naoaki Kanazawa, Nicklas Hansen, N. Heess, Nikhil J. Joshi, Niko Suenderhauf, Norman Di Palo, N. Shafiullah, Oier Mees, Oliver Kroemer, Pannag R. Sanketi, Paul Wohlhart, Peng Xu, P. Sermanet, Priya Sundaresan, Q. Vuong, Rafael Rafailov, Ran Tian, Ria Doshi, Russell Mendonca, Rutav Shah, Ryan Hoque, Ryan C. Julian, Samuel Bustamante, Sean Kirmani, Sergey Levine, Sherry Moore, Shikhar Bahl, Shivin Dass, Shubham D. Sonawani, Shuran Song, Sichun Xu, Siddhant Haldar, S. Adebola, Simon Guist, Soroush Nasiriany, S. Schaal, Stefan Welker, Stephen Tian, Sudeep Dasari, Suneel Belkhale, Takayuki Osa, Tatsuya Harada, T. Matsushima, Ted Xiao, Tianhe Yu, Tianli Ding, Todor Davchev, Tony Zhao, Travis Armstrong, Trevor Darrell, Vidhi Jain, Vincent Vanhoucke, Wei Zhan, Wenxuan Zhou, Wolfram Burgard, Xi Chen, Xiaolong Wang, Xinghao Zhu, Xuanlin Li, Yao Lu, Yevgen Chebotar, Yifan Zhou, Yifeng Zhu, Ying Xu, Yixuan Wang, Yonatan Bisk, Yoonyoung Cho, Youngwoon Lee, Yuchen Cui, Yueh-hua Wu, Yujin Tang, Yuke Zhu, Yunzhu Li, Yusuke Iwasawa, Yutaka Matsuo, Zhuo Xu, Zichen Jeff Cui"
Octavius: Mitigating Task Interference in MLLMs via MoE,"Zeren Chen, Ziqin Wang, Zhen Wang, Huayang Liu, Zhen-fei Yin, Si Liu, Lu Sheng, Wanli Ouyang, Yu Qiao, Jing Shao"
EgoPlan-Bench: Benchmarking Egocentric Embodied Planning with Multimodal Large Language Models,"Yi Chen, Yuying Ge, Yixiao Ge, Mingyu Ding, Bohao Li, Rui Wang, Rui-Lan Xu, Ying Shan, Xihui Liu"
InstructPipe: Building Visual Programming Pipelines with Human Instructions,"Zhongyi Zhou, Jing Jin, Vrushank Phadnis, Xiuxiu Yuan, Jun Jiang, Xun Qian, Jingtao Zhou, Yiyi Huang, Zheng Xu, Yinda Zhang, Kristen Wright, Jason Mayes, Mark Sherwood, Johnny Lee, A. Olwal, David Kim, Ram Iyengar, Na Li, Ruofei Du"
Pave the Way to Grasp Anything: Transferring Foundation Models for Universal Pick-Place Robots,"Jiange Yang, Wenhui Tan, Chuhao Jin, Bei Liu, Jianlong Fu, Ruihua Song, Limin Wang"
Open X-Embodiment: Robotic Learning Datasets and RT-X Models,
Open X-Embodiment: Robotic Learning Datasets and RT-X Models,
Open X-Embodiment: Robotic Learning Datasets and RT-X Models,
Edinburgh Research Explorer Open X-Embodiment Robotic learning datasets and RT-X models,
What can VLMs Do for Zero-shot Embodied Task Planning?,"Xian Fu, Min Zhang, Jianye Hao, Peilong Han, Hao Zhang, Lei Shi, Hongyao Tang"
EgoLife: Towards Egocentric Life Assistant The EgoLife Team,
